Trigger Time,Field Magnitude Average(nT),Speed(km/s),source
2000-06-06 00:00:00,11.87,456.0,dst
2000-06-06 06:00:00,9.23,440.4,dst
2000-06-06 12:00:00,4.56,449.0,dst
2000-06-06 18:00:00,6.84,440.9,dst
2000-06-07 00:00:00,5.6,457.3,dst
2000-06-07 06:00:00,4.5,465.9,dst
2000-06-07 12:00:00,6.05,488.6,dst
2000-06-07 18:00:00,5.93,525.7,dst
2000-06-08 00:00:00,6.39,543.9,dst
2000-06-08 06:00:00,5.25,529.2,dst
2000-06-08 12:00:00,13.32,794.1,dst
2000-06-08 18:00:00,17.81,791.2,dst
2000-06-09 12:00:00,8.02,600.1,dst
2000-06-09 18:00:00,10.34,580.2,dst
2000-06-10 00:00:00,9.39,,dst
2000-06-10 06:00:00,8.24,558.0,dst
2000-06-10 12:00:00,6.67,,dst
2000-06-10 18:00:00,6.38,479.2,dst
2000-06-11 00:00:00,6.86,488.6,dst
2000-06-11 12:00:00,10.09,509.1,dst
2000-06-11 18:00:00,13.68,,dst
2000-06-12 00:00:00,6.72,583.1,dst
2000-06-12 06:00:00,3.77,563.1,dst
2000-06-12 12:00:00,4.17,564.6,dst
2000-06-12 18:00:00,8.13,484.7,dst
2000-06-13 00:00:00,8.03,506.3,dst
2000-06-13 06:00:00,5.49,,dst
2000-06-13 12:00:00,5.64,463.8,dst
2000-06-13 18:00:00,4.03,458.2,dst
2000-06-14 00:00:00,5.2,449.2,dst
2000-06-14 06:00:00,2.94,419.7,dst
2000-06-14 12:00:00,9.47,472.0,dst
2000-06-14 18:00:00,10.58,437.2,dst
2000-06-15 00:00:00,13.85,445.4,dst
2000-06-15 06:00:00,8.93,,dst
2000-06-15 12:00:00,9.14,547.0,dst
2000-06-15 18:00:00,5.72,624.4,dst
2000-06-16 00:00:00,5.19,600.9,dst
2000-06-16 06:00:00,5.55,555.0,dst
2000-06-16 12:00:00,4.91,,dst
2000-06-16 18:00:00,5.72,476.6,dst
2000-06-17 00:00:00,5.25,470.8,dst
2000-06-17 06:00:00,4.82,501.5,dst
2000-06-17 12:00:00,5.03,447.5,dst
2000-06-17 18:00:00,5.85,421.8,dst
2000-06-18 00:00:00,4.1,438.0,dst
2000-06-18 06:00:00,3.29,394.1,dst
2000-06-18 12:00:00,4.11,388.9,dst
2000-06-18 18:00:00,6.94,380.1,dst
2000-06-19 00:00:00,6.59,,dst
2000-06-19 12:00:00,6.87,385.9,dst
2000-06-19 18:00:00,7.77,381.0,dst
2000-06-20 00:00:00,6.21,388.8,dst
2000-06-20 12:00:00,8.06,369.3,dst
2000-06-20 18:00:00,5.13,369.7,dst
2000-06-21 00:00:00,4.03,358.2,dst
2000-06-21 06:00:00,2.45,350.2,dst
2000-06-21 12:00:00,2.79,353.8,dst
2000-06-21 18:00:00,6.99,371.7,dst
2000-06-22 00:00:00,7.88,364.3,dst
2000-06-22 06:00:00,3.13,442.7,dst
2000-06-22 12:00:00,5.53,455.7,dst
2000-06-22 18:00:00,7.01,463.6,dst
2000-06-23 00:00:00,9.15,436.6,dst
2000-06-23 06:00:00,8.02,408.9,dst
2000-06-23 12:00:00,7.95,412.2,dst
2000-06-23 18:00:00,12.18,531.0,dst
2000-06-24 00:00:00,14.44,531.7,dst
2000-06-24 06:00:00,12.9,579.5,dst
2000-06-24 12:00:00,7.32,564.3,dst
2000-06-25 00:00:00,6.58,504.2,dst
2000-06-25 06:00:00,6.78,,dst
2000-06-25 12:00:00,7.51,463.5,dst
2000-06-25 18:00:00,7.76,447.1,dst
2000-06-26 00:00:00,8.08,,dst
2000-06-26 06:00:00,16.32,489.0,dst
2000-06-26 12:00:00,13.75,563.8,dst
2000-06-26 18:00:00,8.48,544.7,dst
2000-06-27 00:00:00,6.9,500.4,dst
2000-06-27 06:00:00,5.13,511.4,dst
2000-06-27 12:00:00,3.0,572.0,dst
2000-06-28 00:00:00,5.62,492.1,dst
2000-06-28 06:00:00,5.95,440.8,dst
2000-06-28 12:00:00,6.01,437.2,dst
2000-06-28 18:00:00,5.56,444.8,dst
2000-06-29 00:00:00,7.23,,dst
2000-06-29 06:00:00,5.5,483.4,dst
2000-06-29 12:00:00,4.82,,dst
2000-06-29 18:00:00,4.44,416.2,dst
2000-06-30 00:00:00,4.22,401.4,dst
2000-06-30 06:00:00,4.42,,dst
2000-06-30 12:00:00,5.92,396.3,dst
2000-06-30 18:00:00,4.96,374.7,dst
2000-07-01 00:00:00,6.65,388.1,dst
2000-07-01 06:00:00,6.71,418.9,dst
2000-07-01 12:00:00,8.15,395.1,dst
2000-07-01 18:00:00,8.25,406.1,dst
2000-07-02 00:00:00,8.13,434.9,dst
2000-07-02 06:00:00,3.79,390.0,dst
2000-07-02 12:00:00,5.47,377.9,dst
2000-07-02 18:00:00,5.26,,dst
2000-07-03 00:00:00,4.35,,dst
2000-07-03 06:00:00,4.63,326.4,dst
2000-07-03 12:00:00,8.07,362.4,dst
2000-07-03 18:00:00,8.76,355.3,dst
2000-07-04 00:00:00,6.53,364.9,dst
2000-07-04 06:00:00,9.48,373.8,dst
2000-07-04 12:00:00,11.11,376.8,dst
2000-07-04 18:00:00,8.52,458.8,dst
2000-07-05 00:00:00,5.99,472.2,dst
2000-07-05 06:00:00,4.4,454.5,dst
2000-07-05 12:00:00,7.03,446.3,dst
2000-07-05 18:00:00,5.37,433.8,dst
2000-07-06 00:00:00,6.07,,dst
2000-07-06 06:00:00,5.15,448.4,dst
2000-07-06 18:00:00,6.0,405.6,dst
2000-07-07 00:00:00,6.63,403.1,dst
2000-07-07 06:00:00,5.97,384.4,dst
2000-07-07 12:00:00,4.88,,dst
2000-07-08 00:00:00,5.15,362.7,dst
2000-07-08 06:00:00,5.64,344.5,dst
2000-07-08 12:00:00,5.91,,dst
2000-07-08 18:00:00,6.68,391.7,dst
2000-07-09 00:00:00,6.49,,dst
2000-07-09 06:00:00,5.83,,dst
2000-07-09 12:00:00,6.03,358.8,dst
2000-07-09 18:00:00,6.07,388.8,dst
2000-07-10 00:00:00,5.21,360.0,dst
2000-07-10 06:00:00,9.82,398.5,dst
2000-07-10 12:00:00,14.93,479.3,dst
2000-07-10 18:00:00,11.87,472.4,dst
2000-07-11 00:00:00,15.31,420.8,dst
2000-07-11 06:00:00,10.35,433.8,dst
2000-07-11 12:00:00,9.13,,dst
2000-07-11 18:00:00,15.02,466.1,dst
2000-07-12 00:00:00,9.33,531.0,dst
2000-07-12 06:00:00,10.99,536.1,dst
2000-07-12 12:00:00,10.61,515.9,dst
2000-07-12 18:00:00,9.65,498.2,dst
2000-07-13 00:00:00,9.27,464.6,dst
2000-07-13 06:00:00,4.68,513.9,dst
2000-07-13 12:00:00,19.42,657.6,dst
2000-07-13 18:00:00,12.18,610.8,dst
2000-07-14 00:00:00,5.22,613.6,dst
2000-07-14 06:00:00,4.07,593.1,dst
2000-07-16 06:00:00,35.11,890.5,dst
2000-07-16 12:00:00,19.58,780.0,dst
2000-07-16 18:00:00,7.45,732.8,dst
2000-07-17 00:00:00,5.81,686.9,dst
2000-07-17 06:00:00,3.87,673.9,dst
2000-07-17 12:00:00,5.33,643.8,dst
2000-07-17 18:00:00,4.04,573.7,dst
2000-07-18 00:00:00,5.01,602.9,dst
2000-07-18 06:00:00,6.43,566.5,dst
2000-07-18 12:00:00,5.17,542.9,dst
2000-07-18 18:00:00,4.93,578.5,dst
2000-07-19 00:00:00,3.89,,dst
2000-07-19 06:00:00,3.62,,dst
2000-07-19 12:00:00,3.2,,dst
2000-07-19 18:00:00,13.7,602.7,dst
2000-07-20 00:00:00,10.91,563.5,dst
2000-07-20 06:00:00,9.05,628.8,dst
2000-07-20 12:00:00,7.07,535.2,dst
2000-07-20 18:00:00,6.72,493.8,dst
2000-07-21 00:00:00,7.16,481.7,dst
2000-07-21 06:00:00,5.8,482.5,dst
2000-07-21 12:00:00,3.55,520.4,dst
2000-07-21 18:00:00,2.89,492.6,dst
2000-07-22 00:00:00,2.67,455.6,dst
2000-07-22 06:00:00,2.91,436.1,dst
2000-07-22 12:00:00,6.55,434.9,dst
2000-07-22 18:00:00,8.08,415.4,dst
2000-07-23 00:00:00,4.36,404.0,dst
2000-07-23 06:00:00,7.24,412.4,dst
2000-07-23 12:00:00,8.24,418.0,dst
2000-07-23 18:00:00,12.13,393.2,dst
2000-07-24 00:00:00,11.4,376.9,dst
2000-07-24 06:00:00,9.71,345.6,dst
2000-07-24 12:00:00,8.91,350.4,dst
2000-07-24 18:00:00,7.8,347.2,dst
2000-07-25 00:00:00,7.29,355.2,dst
2000-07-25 06:00:00,9.09,350.6,dst
2000-07-25 12:00:00,8.23,337.2,dst
2000-07-25 18:00:00,7.43,336.7,dst
2000-07-26 00:00:00,7.51,332.8,dst
2000-07-26 06:00:00,11.19,376.5,dst
2000-07-26 12:00:00,9.27,360.8,dst
2000-07-26 18:00:00,5.57,357.4,dst
2000-07-27 00:00:00,6.8,388.8,dst
2000-07-27 06:00:00,4.42,363.0,dst
2000-07-27 12:00:00,6.18,,dst
2000-07-27 18:00:00,7.15,344.3,dst
2000-07-28 00:00:00,4.82,365.4,dst
2000-07-28 06:00:00,8.4,,dst
2000-07-28 12:00:00,18.32,437.9,dst
2000-07-28 18:00:00,14.61,446.6,dst
2000-07-29 06:00:00,13.38,460.4,dst
2000-07-29 12:00:00,7.21,461.7,dst
2000-07-29 18:00:00,3.37,448.9,dst
2000-07-30 00:00:00,5.4,455.0,dst
2000-07-30 06:00:00,5.63,427.4,dst
2000-07-30 12:00:00,5.42,,dst
2000-07-30 18:00:00,5.03,410.3,dst
2000-07-31 00:00:00,5.35,414.3,dst
2000-07-31 06:00:00,6.68,427.1,dst
2000-07-31 12:00:00,6.28,383.5,dst
2000-07-31 18:00:00,7.78,401.1,dst
2000-08-01 00:00:00,12.25,444.0,dst
2000-08-01 06:00:00,11.66,459.2,dst
2000-08-01 12:00:00,10.3,455.1,dst
2000-08-01 18:00:00,8.8,460.6,dst
2000-08-02 00:00:00,7.98,475.1,dst
2000-08-02 06:00:00,5.94,449.8,dst
2000-08-02 12:00:00,5.96,435.9,dst
2000-08-02 18:00:00,6.64,,dst
2000-08-03 00:00:00,5.75,,dst
2000-08-03 06:00:00,6.06,428.6,dst
2000-08-03 12:00:00,6.42,412.0,dst
2000-08-03 18:00:00,6.53,406.2,dst
2000-08-04 18:00:00,6.42,417.6,dst
2000-08-05 00:00:00,7.0,439.9,dst
2000-08-05 06:00:00,10.95,474.2,dst
2000-08-05 12:00:00,10.75,577.3,dst
2000-08-05 18:00:00,10.64,523.8,dst
2000-08-06 00:00:00,8.58,583.1,dst
2000-08-06 06:00:00,6.19,540.8,dst
2000-08-06 12:00:00,6.12,489.5,dst
2000-08-06 18:00:00,5.01,476.0,dst
2000-08-07 00:00:00,4.68,457.9,dst
2000-08-07 06:00:00,4.94,449.8,dst
2000-08-07 12:00:00,4.48,433.2,dst
2000-08-07 18:00:00,4.82,441.5,dst
2000-08-08 00:00:00,5.22,,dst
2000-08-08 06:00:00,4.69,420.7,dst
2000-08-08 12:00:00,4.31,401.9,dst
2000-08-08 18:00:00,4.09,392.1,dst
2000-08-09 00:00:00,4.07,385.8,dst
2000-08-09 06:00:00,4.41,384.6,dst
2000-08-09 12:00:00,4.71,380.3,dst
2000-08-09 18:00:00,6.27,383.4,dst
2000-08-10 00:00:00,7.01,370.3,dst
2000-08-10 06:00:00,12.86,416.1,dst
2000-08-10 12:00:00,13.04,462.9,dst
2000-08-10 18:00:00,11.12,427.7,dst
2000-08-11 00:00:00,13.46,425.4,dst
2000-08-11 06:00:00,12.12,438.8,dst
2000-08-11 12:00:00,11.19,408.5,dst
2000-08-11 18:00:00,9.73,,dst
2000-08-12 00:00:00,21.09,611.0,dst
2000-08-12 06:00:00,28.21,634.2,dst
2000-08-12 12:00:00,32.39,628.7,dst
2000-08-12 18:00:00,24.59,545.5,dst
2000-08-13 00:00:00,20.07,552.1,dst
2000-08-13 06:00:00,13.55,559.6,dst
2000-08-13 12:00:00,7.85,572.5,dst
2000-08-13 18:00:00,6.58,541.1,dst
2000-08-14 00:00:00,6.01,,dst
2000-08-14 06:00:00,5.91,,dst
2000-08-14 12:00:00,6.99,,dst
2000-08-14 18:00:00,6.01,467.5,dst
2000-08-15 00:00:00,13.37,566.5,dst
2000-08-15 12:00:00,5.06,494.6,dst
2000-08-16 00:00:00,3.37,423.6,dst
2000-08-16 06:00:00,2.27,426.2,dst
2000-08-16 12:00:00,4.36,434.0,dst
2000-08-16 18:00:00,3.25,398.9,dst
2000-08-20 00:00:00,6.67,309.4,dst
2000-08-20 06:00:00,6.07,310.8,dst
2000-08-20 12:00:00,5.67,,dst
2000-08-20 18:00:00,6.98,319.3,dst
2000-08-21 06:00:00,7.29,356.0,dst
2000-08-21 12:00:00,6.97,334.6,dst
2000-08-21 18:00:00,7.08,323.8,dst
2000-08-22 00:00:00,6.13,320.4,dst
2000-08-22 06:00:00,5.62,340.2,dst
2000-08-22 12:00:00,5.49,319.4,dst
2000-08-22 18:00:00,5.47,,dst
2000-08-23 00:00:00,5.94,311.7,dst
2000-08-23 06:00:00,5.75,,dst
2000-08-23 12:00:00,11.27,304.8,dst
2000-08-23 18:00:00,13.12,304.3,dst
2000-08-24 00:00:00,10.95,303.8,dst
2000-08-24 06:00:00,10.11,313.7,dst
2000-08-24 12:00:00,11.53,364.6,dst
2000-08-24 18:00:00,11.65,387.1,dst
2000-08-25 00:00:00,8.55,407.6,dst
2000-08-25 06:00:00,7.71,389.9,dst
2000-08-25 12:00:00,7.47,,dst
2000-08-25 18:00:00,7.23,396.2,dst
2000-08-26 00:00:00,6.42,388.7,dst
2000-08-26 06:00:00,6.19,390.2,dst
2000-08-26 12:00:00,5.31,373.3,dst
2000-08-26 18:00:00,5.91,371.4,dst
2000-08-27 00:00:00,5.53,,dst
2000-08-27 06:00:00,6.77,369.8,dst
2000-08-27 18:00:00,6.36,391.4,dst
2000-08-28 00:00:00,6.19,430.5,dst
2000-08-28 06:00:00,7.7,407.2,dst
2000-08-28 12:00:00,7.86,520.5,dst
2000-08-28 18:00:00,9.21,583.5,dst
2000-08-29 00:00:00,6.52,583.6,dst
2000-08-29 06:00:00,6.1,605.2,dst
2000-08-29 12:00:00,6.68,648.1,dst
2000-08-29 18:00:00,6.6,596.4,dst
2000-08-30 00:00:00,5.17,,dst
2000-08-30 06:00:00,4.94,561.1,dst
2000-08-30 12:00:00,4.37,589.4,dst
2000-08-30 18:00:00,5.53,617.8,dst
2000-08-31 00:00:00,5.2,565.3,dst
2000-08-31 06:00:00,5.35,550.9,dst
2000-08-31 12:00:00,4.85,,dst
2000-08-31 18:00:00,5.21,519.0,dst
2000-09-01 06:00:00,5.25,516.8,dst
2000-09-01 12:00:00,5.41,494.8,dst
2000-09-01 18:00:00,5.23,525.1,dst
2000-09-02 00:00:00,7.84,,dst
2000-09-02 06:00:00,7.85,477.9,dst
2000-09-02 12:00:00,8.18,513.1,dst
2000-09-02 18:00:00,9.05,439.3,dst
2000-09-03 00:00:00,10.7,444.4,dst
2000-09-03 06:00:00,6.63,430.7,dst
2000-09-03 12:00:00,6.67,,dst
2000-09-03 18:00:00,6.03,383.8,dst
2000-09-04 00:00:00,4.76,431.0,dst
2000-09-04 06:00:00,3.71,449.3,dst
2000-09-04 12:00:00,4.04,440.9,dst
2000-09-04 18:00:00,7.54,478.1,dst
2000-09-05 06:00:00,9.29,395.8,dst
2000-09-05 18:00:00,8.79,367.8,dst
2000-09-06 00:00:00,8.91,361.9,dst
2000-09-06 06:00:00,9.68,,dst
2000-09-06 12:00:00,10.46,360.5,dst
2000-09-06 18:00:00,18.42,455.9,dst
2000-09-07 00:00:00,12.81,459.9,dst
2000-09-07 06:00:00,9.82,456.3,dst
2000-09-07 12:00:00,8.66,456.8,dst
2000-09-07 18:00:00,8.82,425.6,dst
2000-09-08 00:00:00,7.77,396.8,dst
2000-09-08 06:00:00,7.17,419.7,dst
2000-09-08 12:00:00,9.12,,dst
2000-09-08 18:00:00,3.68,,dst
2000-09-09 00:00:00,7.62,457.8,dst
2000-09-09 06:00:00,6.03,449.0,dst
2000-09-09 12:00:00,3.77,435.4,dst
2000-09-09 18:00:00,2.73,402.9,dst
2000-09-10 00:00:00,3.11,375.1,dst
2000-09-10 06:00:00,4.34,372.0,dst
2000-09-10 12:00:00,6.18,393.9,dst
2000-09-10 18:00:00,4.27,385.5,dst
2000-09-11 00:00:00,4.16,372.3,dst
2000-09-11 06:00:00,3.99,362.1,dst
2000-09-11 12:00:00,6.03,364.7,dst
2000-09-11 18:00:00,6.72,,dst
2000-09-12 00:00:00,9.17,345.3,dst
2000-09-12 06:00:00,5.84,361.9,dst
2000-09-12 12:00:00,9.9,353.0,dst
2000-09-12 18:00:00,7.83,389.4,dst
2000-09-13 00:00:00,5.2,438.5,dst
2000-09-13 06:00:00,6.15,407.6,dst
2000-09-13 12:00:00,4.02,397.1,dst
2000-09-13 18:00:00,1.98,386.2,dst
2000-09-14 00:00:00,3.57,367.3,dst
2000-09-14 18:00:00,4.78,338.4,dst
2000-09-15 00:00:00,3.44,325.3,dst
2000-09-15 06:00:00,8.47,374.4,dst
2000-09-15 12:00:00,4.16,351.1,dst
2000-09-15 18:00:00,5.96,378.0,dst
2000-09-16 00:00:00,6.58,367.8,dst
2000-09-16 06:00:00,8.28,378.8,dst
2000-09-16 12:00:00,7.37,361.2,dst
2000-09-16 18:00:00,6.8,355.0,dst
2000-09-17 00:00:00,15.21,404.2,dst
2000-09-17 06:00:00,9.48,472.6,dst
2000-09-17 12:00:00,6.97,528.8,dst
2000-09-17 18:00:00,25.79,672.5,dst
2000-09-18 00:00:00,36.54,802.7,dst
2000-09-18 06:00:00,19.78,759.6,dst
2000-09-18 12:00:00,20.34,757.0,dst
2000-09-18 18:00:00,9.65,,dst
2000-09-19 00:00:00,8.57,659.2,dst
2000-09-19 06:00:00,7.04,,dst
2000-09-19 12:00:00,9.52,643.3,dst
2000-09-19 18:00:00,5.36,585.5,dst
2000-09-20 00:00:00,5.67,552.9,dst
2000-09-20 06:00:00,6.27,529.2,dst
2000-09-20 12:00:00,5.21,541.4,dst
2000-09-20 18:00:00,4.72,476.4,dst
2000-09-21 00:00:00,4.83,465.3,dst
2000-09-21 06:00:00,4.5,463.9,dst
2000-09-21 12:00:00,5.17,454.2,dst
2000-09-21 18:00:00,4.74,442.5,dst
2000-09-22 06:00:00,5.98,460.1,dst
2000-09-22 12:00:00,4.87,444.1,dst
2000-09-22 18:00:00,4.88,439.2,dst
2000-09-23 00:00:00,4.77,415.7,dst
2000-09-23 06:00:00,4.79,415.9,dst
2000-09-23 12:00:00,4.43,400.4,dst
2000-09-23 18:00:00,4.48,412.0,dst
2000-09-24 00:00:00,4.89,417.3,dst
2000-09-24 06:00:00,3.08,406.8,dst
2000-09-24 12:00:00,4.15,377.6,dst
2000-09-24 18:00:00,9.78,,dst
2000-09-25 00:00:00,7.21,563.6,dst
2000-09-25 06:00:00,5.57,494.6,dst
2000-09-25 12:00:00,7.47,489.5,dst
2000-09-25 18:00:00,7.89,,dst
2000-09-26 00:00:00,9.79,512.7,dst
2000-09-26 06:00:00,6.15,,dst
2000-09-26 12:00:00,5.12,584.4,dst
2000-09-26 18:00:00,4.91,571.8,dst
2000-09-27 00:00:00,4.62,530.1,dst
2000-09-27 06:00:00,4.39,,dst
2000-09-27 12:00:00,4.41,569.2,dst
2000-09-27 18:00:00,4.17,497.0,dst
2000-09-28 00:00:00,4.54,527.5,dst
2000-09-28 06:00:00,5.02,501.7,dst
2000-09-28 12:00:00,4.77,469.0,dst
2000-09-28 18:00:00,5.08,431.4,dst
2000-09-29 00:00:00,4.78,414.6,dst
2000-09-29 06:00:00,5.93,402.7,dst
2000-09-29 12:00:00,5.28,365.3,dst
2000-09-29 18:00:00,5.16,356.0,dst
2000-09-30 00:00:00,5.62,360.2,dst
2000-09-30 06:00:00,11.06,,dst
2000-09-30 12:00:00,15.5,410.6,dst
2000-09-30 18:00:00,6.26,433.1,dst
2000-10-01 00:00:00,9.64,432.4,dst
2000-10-01 06:00:00,9.81,444.7,dst
2000-10-01 12:00:00,2.69,423.3,dst
2000-10-01 18:00:00,2.65,389.3,dst
2000-10-02 00:00:00,3.47,370.8,dst
2000-10-02 06:00:00,2.74,,dst
2000-10-02 12:00:00,6.47,379.9,dst
2000-10-02 18:00:00,6.95,382.7,dst
2000-10-03 00:00:00,5.34,420.9,dst
2000-10-03 06:00:00,12.65,454.0,dst
2000-10-03 12:00:00,15.59,434.6,dst
2000-10-03 18:00:00,15.94,430.8,dst
2000-10-04 00:00:00,18.01,414.7,dst
2000-10-04 06:00:00,15.13,400.0,dst
2000-10-04 12:00:00,12.62,390.8,dst
2000-10-04 18:00:00,12.63,412.0,dst
2000-10-05 00:00:00,8.46,376.8,dst
2000-10-05 06:00:00,27.55,477.2,dst
2000-10-05 12:00:00,20.88,509.9,dst
2000-10-05 18:00:00,8.52,506.5,dst
2000-10-06 00:00:00,6.49,525.7,dst
2000-10-06 06:00:00,4.81,494.0,dst
2000-10-06 12:00:00,4.35,432.9,dst
2000-10-06 18:00:00,3.57,448.2,dst
2000-10-07 00:00:00,4.02,428.4,dst
2000-10-07 06:00:00,4.82,407.8,dst
2000-10-07 12:00:00,4.02,393.8,dst
2000-10-07 18:00:00,3.46,377.3,dst
2000-10-08 00:00:00,1.39,368.6,dst
2000-10-08 06:00:00,3.46,,dst
2000-10-08 18:00:00,3.89,338.6,dst
2000-10-09 00:00:00,4.16,334.2,dst
2000-10-09 06:00:00,5.15,327.8,dst
2000-10-09 12:00:00,5.78,,dst
2000-10-09 18:00:00,5.07,,dst
2000-10-10 00:00:00,6.23,325.6,dst
2000-10-10 06:00:00,7.75,319.5,dst
2000-10-10 12:00:00,6.32,340.7,dst
2000-10-10 18:00:00,6.0,,dst
2000-10-11 00:00:00,6.82,330.9,dst
2000-10-11 06:00:00,9.86,329.8,dst
2000-10-11 12:00:00,4.98,,dst
2000-10-11 18:00:00,6.35,391.0,dst
2000-10-12 00:00:00,6.02,357.6,dst
2000-10-12 06:00:00,5.43,,dst
2000-10-12 12:00:00,5.46,319.0,dst
2000-10-12 18:00:00,5.28,,dst
2000-10-13 00:00:00,21.41,456.1,dst
2000-10-13 06:00:00,8.89,470.3,dst
2000-10-13 12:00:00,13.72,447.1,dst
2000-10-13 18:00:00,12.83,421.6,dst
2000-10-14 00:00:00,12.24,400.1,dst
2000-10-14 06:00:00,12.1,370.7,dst
2000-10-14 12:00:00,12.62,416.6,dst
2000-10-14 18:00:00,11.95,423.4,dst
2000-10-15 00:00:00,12.25,459.0,dst
2000-10-15 06:00:00,10.36,527.9,dst
2000-10-15 12:00:00,7.5,503.7,dst
2000-10-15 18:00:00,8.46,,dst
2000-10-16 00:00:00,8.6,539.5,dst
2000-10-16 12:00:00,6.37,,dst
2000-10-16 18:00:00,5.71,551.3,dst
2000-10-17 00:00:00,5.16,530.9,dst
2000-10-17 06:00:00,5.75,547.3,dst
2000-10-17 12:00:00,6.03,506.6,dst
2000-10-17 18:00:00,5.93,501.2,dst
2000-10-18 00:00:00,5.31,491.6,dst
2000-10-18 06:00:00,5.88,467.0,dst
2000-10-18 12:00:00,6.44,,dst
2000-10-18 18:00:00,6.01,441.3,dst
2000-10-19 00:00:00,5.64,428.6,dst
2000-10-19 06:00:00,6.61,435.7,dst
2000-10-19 12:00:00,5.52,433.6,dst
2000-10-19 18:00:00,5.08,413.2,dst
2000-10-20 00:00:00,6.34,428.1,dst
2000-10-20 06:00:00,5.99,450.7,dst
2000-10-20 12:00:00,4.73,,dst
2000-10-20 18:00:00,5.07,410.2,dst
2000-10-21 00:00:00,4.2,394.7,dst
2000-10-21 06:00:00,4.57,392.7,dst
2000-10-21 12:00:00,3.6,,dst
2000-10-21 18:00:00,3.51,,dst
2000-10-22 00:00:00,3.6,356.0,dst
2000-10-22 06:00:00,6.86,371.3,dst
2000-10-22 12:00:00,11.46,489.9,dst
2000-10-22 18:00:00,8.35,555.5,dst
2000-10-23 00:00:00,11.2,,dst
2000-10-23 06:00:00,7.26,,dst
2000-10-23 12:00:00,3.13,,dst
2000-10-23 18:00:00,4.9,520.0,dst
2000-10-24 00:00:00,5.64,451.4,dst
2000-10-24 06:00:00,5.93,419.3,dst
2000-10-24 12:00:00,5.56,,dst
2000-10-24 18:00:00,4.49,,dst
2000-10-25 00:00:00,4.84,396.5,dst
2000-10-25 06:00:00,6.24,410.2,dst
2000-10-25 12:00:00,6.11,404.6,dst
2000-10-25 18:00:00,4.48,412.9,dst
2000-10-26 00:00:00,5.35,412.3,dst
2000-10-26 06:00:00,5.64,392.9,dst
2000-10-26 12:00:00,4.49,359.3,dst
2000-10-26 18:00:00,4.48,,dst
2000-10-27 12:00:00,3.68,344.4,dst
2000-10-27 18:00:00,3.4,329.7,dst
2000-10-28 00:00:00,3.82,331.6,dst
2000-10-28 12:00:00,9.44,407.1,dst
2000-10-28 18:00:00,9.24,354.4,dst
2000-10-29 00:00:00,17.78,399.9,dst
2000-10-29 06:00:00,16.31,390.4,dst
2000-10-29 12:00:00,13.4,369.0,dst
2000-10-29 18:00:00,11.2,385.3,dst
2000-10-30 00:00:00,7.05,354.2,dst
2000-10-30 06:00:00,9.56,,dst
2000-10-30 12:00:00,9.73,,dst
2000-10-30 18:00:00,10.28,354.2,dst
2000-10-31 00:00:00,10.24,347.5,dst
2000-10-31 06:00:00,8.59,357.7,dst
2000-10-31 12:00:00,7.84,357.4,dst
2000-10-31 18:00:00,10.04,395.7,dst
2000-11-01 00:00:00,10.73,430.2,dst
2000-11-01 06:00:00,3.75,439.2,dst
2000-11-01 12:00:00,5.88,438.8,dst
2000-11-01 18:00:00,4.98,408.1,dst
2000-11-02 00:00:00,4.65,394.1,dst
2000-11-02 06:00:00,3.77,376.6,dst
2000-11-02 12:00:00,3.3,358.1,dst
2000-11-02 18:00:00,3.24,354.9,dst
2000-11-03 00:00:00,3.76,351.3,dst
2000-11-03 06:00:00,4.55,351.5,dst
2000-11-03 12:00:00,3.37,349.1,dst
2000-11-03 18:00:00,4.13,,dst
2000-11-04 00:00:00,5.6,344.2,dst
2000-11-04 06:00:00,21.07,411.1,dst
2000-11-04 12:00:00,10.69,401.1,dst
2000-11-04 18:00:00,9.06,454.5,dst
2000-11-05 00:00:00,10.74,506.0,dst
2000-11-05 06:00:00,13.57,584.0,dst
2000-11-05 12:00:00,9.07,535.5,dst
2000-11-05 18:00:00,7.14,492.4,dst
2000-11-06 00:00:00,6.0,469.1,dst
2000-11-06 06:00:00,5.2,490.5,dst
2000-11-06 12:00:00,10.19,570.9,dst
2000-11-06 18:00:00,13.89,592.5,dst
2000-11-07 00:00:00,16.03,550.8,dst
2000-11-07 06:00:00,19.03,543.9,dst
2000-11-07 12:00:00,24.27,518.5,dst
2000-11-07 18:00:00,20.09,454.2,dst
2000-11-08 00:00:00,18.0,442.9,dst
2000-11-08 06:00:00,14.34,452.3,dst
2000-11-08 12:00:00,8.69,463.2,dst
2000-11-08 18:00:00,1.5,482.6,dst
2000-11-09 00:00:00,6.05,451.9,dst
2000-11-09 06:00:00,7.02,416.5,dst
2000-11-09 12:00:00,7.94,423.7,dst
2000-11-10 00:00:00,12.42,607.7,dst
2000-11-10 06:00:00,10.94,622.8,dst
2000-11-10 12:00:00,12.05,882.2,dst
2000-11-10 18:00:00,6.23,869.2,dst
2000-11-11 00:00:00,5.88,782.4,dst
2000-11-11 06:00:00,9.81,904.1,dst
2000-11-11 12:00:00,8.59,840.0,dst
2000-11-11 18:00:00,5.9,751.5,dst
2000-11-12 00:00:00,5.47,685.7,dst
2000-11-12 06:00:00,4.84,660.6,dst
2000-11-12 12:00:00,3.69,654.5,dst
